epoch,iter,train_loss,val_loss
1,250,17.153348375320434,5.478847218440129
1,500,10.795614944458007,4.176395930950458
1,750,8.424905744552612,3.412612825833834
2,1000,6.424621597316789,3.166261900094839
2,1250,5.176688325881958,2.5404569884080153
2,1500,4.387805183887481,2.421693304208609
2,1750,3.9213861346244814,2.1272640392596904
3,2000,3.1713004614994578,2.0125247720571666
3,2250,3.0816734561920165,1.8312198656522312
3,2500,2.976741599559784,1.8719170080331655
4,2750,2.653762424019026,1.8815016679030199
4,3000,2.357414732456207,1.9676621440007136
4,3250,2.4612246499061583,1.7676685356727013
4,3500,2.359637228488922,1.981381672198956
5,3750,2.2011469029675683,1.7473531153752253
5,4000,2.0442588980197907,1.98586828319843
5,4250,2.012726073741913,1.6342703458345853
6,4500,1.9800353837198343,1.743386440570538
6,4750,1.9112353570461273,1.7072073505108174
6,5000,1.7901845803260803,1.8738753961416392
6,5250,1.812858118057251,1.7574051454984225
7,5500,1.7200450452980827,2.125141665532039
7,5750,1.8318366475105285,1.6342703458345853
7,6000,1.91394668340683,1.6342703458345853
8,6250,1.8883751449565853,1.6342703458345853
8,6500,1.8496862215995789,1.6342703458345853
8,6750,1.915233035326004,1.6342703458345853
8,7000,1.8719549472332,1.6342703458345853
9,7250,1.8591605515340321,1.6342703458345853
9,7500,1.864266986846924,1.6342703458345853
9,7750,1.8850718066692351,1.6342703458345853
10,8000,1.8779659925652363,1.6342703458345853
10,8250,1.8783980946540833,1.6342703458345853
10,8500,1.8789959955215454,1.6342703458345853
10,8750,1.8937442104816438,1.6342703458345853
11,9000,1.891207765225268,1.6342703458345853
11,9250,1.8891747765541076,1.6342703458345853
11,9500,1.8664798040390014,1.6342703458345853
12,9750,1.862936000551701,1.6342703458345853
12,10000,1.8584564979076386,1.6342703458345853
12,10250,1.8271900300979613,1.6342703458345853
